Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
8/16/2014,502.48,529.8,485,521.97,12657.92307,6409465.8,506.3599901
8/15/2014,507.99,521.79,481.55,500.25,16594.58664,8310479.682,500.7946184
8/14/2014,549.85,551.86,497,507.99,25826.72212,13325281.46,515.9493877
8/13/2014,569.39,572,524.55,548.81,25509.09743,13894654.11,544.6940705
8/12/2014,574.55,574.59,561.9,566.69,6463.803936,3671990.525,568.0850721
8/11/2014,590.98,590.99,571,573.98,6086.602914,3529093.659,579.8133555
8/10/2014,589.82,597,586,590.96,3211.091419,1899217.596,591.4554736
8/9/2014,588.99,591.35,585.21,587.97,1626.625846,955797.1569,587.594965
8/8/2014,585.84,595,584,588.02,4367.062237,2577603.289,590.2373607
8/7/2014,581.16,591.9,579,585.84,4436.025389,2597668.938,585.5847768
8/6/2014,581.75,586.36,576.44,581.16,7580.22972,4409726.81,581.7405241
8/5/2014,588.5,589,578.25,581.76,6905.352922,4019064.85,582.0216426
8/4/2014,588.96,595.7,581.8,588.5,5259.627835,3093635.019,588.185156
8/3/2014,589.6,591,578.21,588.91,2802.921182,1636449.66,583.8372018
8/2/2014,597.84,599.09,584.95,589.59,3529.718545,2088279.288,591.6277067
8/1/2014,583.54,607.2,581.77,598.2,11939.59492,7112161.726,595.6786451
7/31/2014,563.83,590,555.9,582.04,9383.413499,5410699.005,576.623742
7/30/2014,585.93,586,557.12,563.84,10498.74204,5994579.052,570.9806973
7/29/2014,589.88,591.95,578,585.95,4084.107673,2380636.712,582.9025341
7/28/2014,592.61,596,570.5,586.53,10539.93211,6135233.295,582.0941946
7/27/2014,596.23,602.83,589,590.3,3792.785274,2258634.494,595.5081375
7/26/2014,602.93,603,590,596.23,3607.976218,2144841.383,594.472151
7/25/2014,603.96,609.65,592.97,602.93,4843.778803,2907216.758,600.1960198
7/24/2014,620.95,621.99,591.12,601.66,10241.00859,6198107.045,605.2242797
7/23/2014,619.99,623,615.51,621,4040.737041,2506562.406,620.3230699
7/22/2014,622.63,624.99,618.26,618.26,3364.104458,2094110.37,622.4867259
7/21/2014,626.98,628,615,622.73,3959.655445,2453744.001,619.6862418
7/20/2014,630,630,620,627,1467.591402,915913.3062,624.0928539
7/19/2014,632.59,632.6,625,628.63,1923.591646,1209417.129,628.7286243
7/18/2014,626.3,632.96,618.46,632.6,5026.340151,3145783.508,625.859654
7/17/2014,617.39,629,610,622.2,4902.142579,3035783.454,619.2768581
7/16/2014,622.9,625,610.01,616.86,5348.932953,3300210.953,616.9849167
7/15/2014,621.15,626.25,616.09,622.9,3535.748071,2198983.688,621.9288377
7/14/2014,630.88,632,616.84,621.17,3827.424526,2383643.954,622.7801327
7/13/2014,637.9,638.73,626.09,630.88,4158.791125,2634221.171,633.4103088
7/12/2014,634.99,642.57,628.7,638.1,3794.257548,2412482.577,635.8246763
7/11/2014,616.87,635,613.46,635,6094.533675,3817169.744,626.326795
7/10/2014,621.96,623.93,607.9,616.87,6335.712001,3899937.669,615.5484448
7/9/2014,623.98,626.88,618.71,621.97,2303.755594,1434673.229,622.7540945
7/8/2014,622.09,626.22,616.89,623.98,2675.173296,1663418.677,621.7984755
7/7/2014,633.87,636,612.9,622.09,7109.077895,4431332.497,623.3343568
7/6/2014,630.9,639,622.86,630.57,3334.943542,2107677.824,631.9980526
7/5/2014,628.81,632.97,623.23,630,1830.57986,1152281.235,629.4624232
7/4/2014,648.48,650.48,616.3,629,8739.046423,5528579.72,632.6296316
7/3/2014,650.49,652.79,638.79,645.99,4969.91179,3209550.976,645.7963665
7/2/2014,638.25,658.75,638,650.5,5305.552728,3446380.814,649.5799761
7/1/2014,640,658.88,638,638.25,9497.739763,6160879.334,648.667945
6/30/2014,599.86,647.09,595.51,641.11,15516.12604,9701645.346,625.2620869
6/29/2014,591.46,601.79,589.56,599.89,1593.3318,949974.5981,596.2189409
6/28/2014,599.99,604.21,589.56,589.56,3084.689479,1841609.108,597.0160433
6/27/2014,580.09,600,574,599.99,9183.33155,5376272.467,585.4381318
6/26/2014,560.4,580.11,557.2,579.99,4674.878928,2661521.189,569.3240895
6/25/2014,574,579.7,554.45,560.4,8893.456973,5020766.169,564.5460684
6/24/2014,588.22,588.25,572.1,572.62,6502.145114,3788579.1,582.666033
6/23/2014,600.34,601,580.46,588.22,5295.944983,3112948.474,587.7984919
6/22/2014,591.33,605.05,587.82,600.34,3856.989032,2310872.824,599.1390706
6/21/2014,590,594.99,580,591.29,2949.190258,1734352.005,588.0773548
6/20/2014,593.41,598.68,580.51,588.02,6709.979494,3960213.088,590.1974949
6/19/2014,607.99,609.98,590,593.4,4638.14295,2792378.83,602.0467372
6/18/2014,606.48,616,599.9,607,6744.90184,4103312.693,608.357659
6/17/2014,587,610.2,580,606.48,6588.308882,3940835.721,598.1558837
6/16/2014,592,610,582.01,586.91,10767.82717,6448460.334,598.863655
6/15/2014,566.58,593,552.11,588.55,8807.699199,5032106.129,571.3303799
6/14/2014,592,593.53,538.38,566.58,16567.97165,9272570.613,559.6684259
6/13/2014,569.98,611.99,563,592,18670.6133,10963548.15,587.2087848
6/12/2014,623.81,630.36,550,569.1,24822.48984,14657034.53,590.4739866
6/11/2014,648.55,652.39,615,620.5,10429.62397,6612170.529,633.9797629
6/10/2014,648.83,657.41,642.45,648.55,5909.592917,3841597.414,650.0612594
6/9/2014,658,659,639.93,648.83,6798.266914,4402870.884,647.6460751
6/8/2014,657.13,661.11,651.7,658,2600.850396,1706780.43,656.2393717
6/7/2014,647.16,657.13,635.88,657.13,5749.304728,3728907.263,648.5840357
6/6/2014,661.46,662.13,647.16,647.16,6452.183886,4225827.382,654.9452801
6/5/2014,640.55,669.63,639.69,661.48,10724.81282,7046930.527,657.0679272
6/4/2014,668.9,673.61,621.86,640.59,17375.56805,11142498.92,641.273936
6/3/2014,662,680.99,649.61,670.14,13572.80909,9062433.588,667.6903454
6/2/2014,630.99,678,613.03,661.22,20087.27572,12978482.98,646.1046862
6/1/2014,627.8,683.26,618.53,630.99,24149.97946,15612394.43,646.4765096
5/31/2014,621,628.5,611,627.8,9696.707475,6023688.831,621.2097093
5/30/2014,572.37,629.4,568.56,621,22502.94354,13552065.09,602.2352171
5/29/2014,580.66,582.1,560.05,572.37,8110.318042,4614613.061,568.9805303
5/28/2014,572.7,582.26,563.45,580.66,8980.551458,5153230.734,573.8211911
5/27/2014,581.87,595,550.22,572.7,19805.25779,11368641.06,574.0213627
5/26/2014,573.5,593.48,565.58,581.88,11633.71989,6770738.176,581.9925391
5/25/2014,528.44,586.34,527.09,573.9,19782.59518,11183034.38,565.2966298
5/24/2014,523.75,529.06,515.4,528.44,5528.521616,2885491.089,521.9281553
5/23/2014,529.99,547.1,518.55,523.77,19619.56225,10432749.92,531.7524312
5/22/2014,493.98,530,492.65,529.99,17439.03493,8967638.258,514.2278972
5/21/2014,489,499.1,487.11,493.98,7111.899587,3521575.263,495.1666176
5/20/2014,448.34,500,447.14,489,28210.08507,13413583.27,475.4889336
5/19/2014,446.91,450,441.44,448.34,4723.489393,2108151.926,446.3124083
5/18/2014,449.07,451.43,444.52,446.91,2498.743055,1118014.228,447.4306493
5/17/2014,447.55,451.48,445.01,449.06,2295.073516,1029089.946,448.3908416
5/16/2014,446.27,452.41,444.5,447.31,3667.08111,1645722.297,448.7826279
5/15/2014,444.07,452.67,444.02,446.5,5496.481806,2468497.819,449.1050651
5/14/2014,439.12,449.96,438.36,446,6398.98825,2843100.327,444.3046645
5/13/2014,442.48,442.75,430.61,439.12,5969.671674,2609916.21,437.1959385
5/12/2014,437.67,443.77,431.56,442.5,4582.441448,2014521.569,439.6175253
5/11/2014,457.7,458.2,429.6,440,8863.685744,3907261.429,440.8167822
5/10/2014,452.78,459.24,449.79,455.39,4130.387903,1874935.781,453.9369728
5/9/2014,439.6,457.08,437.71,452.37,8282.111155,3721491.383,449.3409124
5/8/2014,441.47,450.08,437.61,437.69,6326.649184,2807814.181,443.8074721
5/7/2014,429,452,425.67,440,13248.34902,5842712.47,441.014383
5/6/2014,431.64,434,420.27,428.01,8041.198415,3439331.003,427.7137344
5/5/2014,435.88,445,425,433,8188.082795,3547855.069,433.2949676
5/4/2014,439,442.83,429.55,438.04,5154.407794,2245293.451,435.6064829
5/3/2014,452,454.5,431,439,7431.62648,3271086.459,440.157544
5/2/2014,460.97,462.99,444.51,454.5,8269.891417,3731060.903,451.1620183
5/1/2014,449,465.88,447.97,460.97,9556.037886,4381968.575,458.5549604
4/30/2014,448,453.99,433.08,448.85,10757.36482,4781743.87,444.5088504
4/29/2014,440.41,454.47,432.02,448,13844.63506,6143866.61,443.7723769
4/28/2014,430,452.16,424,442.9,18282.98597,8014470.863,438.3567802
4/27/2014,459.22,461.97,429.95,430,9312.346008,4154641.095,446.143334
4/26/2014,466.71,470.96,451.07,459,8812.120099,4048732.547,459.4504503
4/25/2014,502.15,503.99,438.05,466.52,33416.96301,15460069.47,462.6413678
4/24/2014,491.94,505,480,502.2,7952.773489,3899468.18,490.3280831
4/23/2014,490,495.2,484.61,492,5696.009063,2788385.975,489.5332758
4/22/2014,497.98,504.9,485.2,490,8521.46548,4210266.587,494.0777612
4/21/2014,501.07,515,490,496.74,8377.056809,4201115.82,501.5026059
4/20/2014,505.18,516.53,493,500,5798.580197,2925535.477,504.5261732
4/19/2014,482.1,507.43,472.81,503.8,10268.73295,5061530.272,492.9069923
4/18/2014,500.09,506.97,470,483.11,11142.83977,5393877.816,484.0667128
4/17/2014,529.26,533.8,481.63,500.09,20052.702,10067997.39,502.0768468
4/16/2014,523.1,548,494.02,530,30710.47012,15977435.81,520.2602159
4/15/2014,459.99,528.75,453.16,521,32622.07731,16174102.2,495.802338
4/14/2014,416.29,475,408,458.5,33640.67486,15126755.01,449.656705
4/13/2014,424.91,427.75,397.16,416.3,11017.8849,4521279.716,410.3582271
4/12/2014,423,439.5,413.72,423.42,10809.05206,4621987.21,427.6033812
4/11/2014,363.1,432.22,339.79,423,42124.74577,16522551.34,392.2291052
4/10/2014,441.69,442.46,357.57,363.12,49713.84445,19832155.04,398.9261997
4/9/2014,453.57,457.3,438.08,441.69,8006.60407,3574642.08,446.4617019
4/8/2014,447.11,459.8,446.24,453.57,5844.422473,2646631.048,452.8473189
4/7/2014,459.97,464.19,446,447.11,7419.247937,3362333.799,453.1906506
4/6/2014,464.8,465,450.2,456.27,5283.848378,2412744.089,456.6262915
4/5/2014,450,464.8,441.25,464.8,6467.317936,2927852.995,452.7151787
4/4/2014,451.03,459.5,430.77,452.2,15699.31017,6978736.059,444.5250131
4/3/2014,438.9,465,416.11,451.03,26944.97731,11800596.2,437.9516102
4/2/2014,478.98,494.98,430,439,34478.66605,15752852.54,456.8869491
4/1/2014,454.81,509.98,452.04,478.98,22904.80786,10993489.2,479.964262
3/31/2014,460,486.7,438,454.83,20986.65096,9549170.26,455.0116299
3/30/2014,491.99,492,436,460,31437.04543,14453335.74,459.7549018
3/29/2014,502.01,508,486.97,491.99,7446.558265,3710682.748,498.3084287
3/28/2014,475,532,468.3,502.01,34960.05558,17558323.58,502.2395786
3/27/2014,581.48,581.59,466.1,475,49205.95632,25830547.04,524.9475666
3/26/2014,583.77,592,565,581.49,10310.36256,5986251.83,580.6053661
3/25/2014,585.9,587.48,568.86,583.77,8107.382202,4681178.657,577.3970611
3/24/2014,558.22,592.6,547,585.99,13674.05994,7795968.811,570.1283192
3/23/2014,564.31,569.48,556.74,561,6098.75124,3436140.201,563.417012
3/22/2014,569.99,571.99,541,565.31,13614.29823,7585366.393,557.161762
3/21/2014,585.6,607.88,556,570,22418.17284,12984926.76,579.214321
3/20/2014,610.01,611.3,578.66,587.98,10906.66528,6470916.267,593.2992441
3/19/2014,613.84,623.95,605.11,611.2,7079.917161,4340869.408,613.1243218
3/18/2014,622.97,624.17,591.13,612,14907.79765,9101120.433,610.4939609
3/17/2014,634.99,634.99,619.46,621.11,9165.087961,5724111.739,624.5561159
3/16/2014,637.58,639.39,629.02,634.99,3296.507534,2088127.147,633.4361823
3/15/2014,630.99,639.88,625.32,637.24,2202.218014,1394529.185,633.2384784
3/14/2014,641.02,645,625.29,630.42,8676.834835,5501965.378,634.0982032
3/13/2014,634.95,650,632,641.01,6728.152696,4331849.619,643.8393739
3/12/2014,631.72,656.95,628.8,634.95,12741.36127,8167080.267,640.9896158
3/11/2014,628.02,644.44,614.17,632.1,9166.620085,5753906.272,627.7020558
3/10/2014,638.4,646.59,609,629.39,13350.32163,8379172.339,627.6382378
3/9/2014,620.02,653,613.03,640,9121.474747,5813863.58,637.3819739
3/8/2014,632.79,639.79,604.5,620,9699.021313,5993946.689,617.9950014
3/7/2014,669.57,670,613.45,632.79,21449.42621,13634040.59,635.6366113
3/6/2014,669,675.71,650,669.57,10404.69739,6899577.417,663.1213918
3/5/2014,673.27,679.97,651.9,669.99,12719.61418,8460673.86,665.1674916
3/4/2014,677.69,702.24,633.64,673,28031.317,19083495.91,680.7919838
3/3/2014,565.38,710,562.02,677.69,64914.82037,41032096.49,632.0913508
3/2/2014,567.46,570.99,553,566.24,6437.398521,3620383.339,562.3985103
3/1/2014,551.8,576,535,567.48,14303.94164,7964319.568,556.7919506
2/28/2014,584.7,591.39,541,551.89,22634.32499,12774750.4,564.3972333
2/27/2014,585.24,599.99,571.22,583,17048.0705,10002403.11,586.7176056
2/26/2014,534.34,610,530,585.24,49110.90216,28306168.07,576.3723902
2/25/2014,535.49,545.8,400,535,115761.9866,55642025.45,480.658868
2/24/2014,609.9,629,514.02,535.49,51840.81218,29300894.7,565.209021
2/23/2014,610.77,646,599.78,610.09,20868.1549,12931776.23,619.689488
2/22/2014,581.35,619.88,562.15,610.88,18076.09102,10727909.87,593.4861614
2/21/2014,561.86,589,530.01,581.35,29612.93711,16665769.57,562.7867815
2/20/2014,623.01,631,560.9,561.86,34966.6985,20678092.12,591.3652991
2/19/2014,627.7,636,617,623.01,11128.47837,6976436.521,626.8994095
2/18/2014,633.66,650,609.99,627.7,14833.93993,9305110.205,627.2851478
2/17/2014,621,664.99,610,633.66,19902.43932,12681178.75,637.16706
2/16/2014,655.83,670,590.01,621,26397.57092,16510289.03,625.4472838
2/15/2014,670.34,673.17,628.88,655.83,20762.64009,13502488.23,650.3261707
2/14/2014,609.4,712.9,538.01,669,68378.1454,42633219.99,623.4919029
2/13/2014,650.04,660,601.54,604.11,28145.81362,17781615.82,631.7676958
2/12/2014,677,685.19,631.58,651.99,15511.78726,10224606.46,659.1507667
2/11/2014,688.34,720,631,675.1,40062.43735,26975988.83,673.3486681
2/10/2014,688,713,530,687.81,71860.53695,45893362.7,638.6448619
2/9/2014,680.49,755.42,666.21,687.37,15061.93271,10550327.79,700.463081
2/8/2014,705.01,723,662.01,680.49,13501.11536,9358103.966,693.13562
2/7/2014,764,766.45,619,705.01,66362.25784,46625607.89,702.5922475
2/6/2014,780.01,803,752,763.99,20652.60675,16004090.74,774.9186792
2/5/2014,802,810,775,782.33,8479.502336,6751169.928,796.1752543
2/4/2014,806.99,812.98,796.83,802.99,7592.003165,6098292.843,803.2521471
2/3/2014,814.94,815,800.5,808.5,4931.83355,3987645.248,808.5522773
2/2/2014,813.23,825.21,810.23,814.99,4075.682461,3334786.584,818.2155052
2/1/2014,803,827.38,802.59,813.23,8296.064167,6763704.542,815.2907699
1/31/2014,799.99,809.98,791,803,7728.160056,6196005.72,801.7439695
1/30/2014,794.21,812.44,770.7,799.99,13125.54816,10431886.61,794.7772147
1/29/2014,785.51,804.95,781.99,794.21,7044.521562,5597907.365,794.6469203
1/28/2014,750.95,812.93,740.01,788,20042.81614,15664564.86,781.5550844
1/27/2014,814.67,823,725,751.95,25194.23663,19561840.58,776.4410911
1/26/2014,806.81,834,795.01,814.75,9704.137262,7950475.949,819.2872519
1/25/2014,780,817,773.4,806.8,8705.564013,6936521.891,796.7917852
1/24/2014,810.95,811.74,767.02,780,15775.20254,12410344.07,786.6995079
1/23/2014,819.2,823.28,801.1,812,7395.009492,6000294.664,811.3978312
1/22/2014,824.88,824.99,801,819.2,8309.094075,6765579.615,814.2379367
1/21/2014,826.02,834.5,814,824.89,7669.59937,6301148.48,821.5746581
1/20/2014,841.5,845,815,826.02,6968.156705,5790539.514,831.0001855
1/19/2014,810,842.07,791.01,842.07,8418.008045,6914603.191,821.406104
1/18/2014,796.97,817.12,796,810,5486.841521,4434018.808,808.1186218
1/17/2014,814.4,821,765,797.2,17114.93954,13611629.5,795.3068995
1/16/2014,841.14,849,810.01,814.4,8215.451663,6803847.504,828.1769259
1/15/2014,815.99,850.26,805.18,841.14,12267.7745,10276214.32,837.6592123
1/14/2014,823.99,837,800,815.99,9729.543914,7987929.49,820.9973212
1/13/2014,844.04,844.05,783.11,823,19366.39159,15778072.03,814.7140863
1/12/2014,895,905,826.46,844.05,12189.17548,10461247.19,858.2407567
1/11/2014,851.63,909.96,849.51,896.59,16130.91651,14243532.4,882.9958541
1/10/2014,825.5,861.4,799.41,852.61,12846.16052,10655064.16,829.435701
1/9/2014,823.94,848,779.78,824.76,25302.2442,20628555.65,815.2856119
1/8/2014,785,849.79,765,823.45,26315.75853,21306391.42,809.6438259
1/7/2014,915.8,943,785,785,34063.52121,29225267.96,857.9637961
1/6/2014,905,995,876,919.24,25886.90639,24246321.68,936.6249222
1/5/2014,828.79,948,826.07,905,24075.9496,21230765.76,881.8246473
1/4/2014,808.24,830,790.2,828.79,10990.14295,8946715.814,814.0672835
1/3/2014,784.19,818.99,767.62,809.4,14860.26283,11866892.74,798.5654679
1/2/2014,751.88,798.7,742.5,784.19,15134.16901,11633164.74,768.6688797
1/1/2014,732,757.99,729.01,754.9,7907.637862,5894781.567,745.4541633
12/31/2013,736.51,739,709,732,7919.32033,5763630.734,727.7936103
12/30/2013,728.01,740,722.81,736.51,6600.239156,4845439.253,734.1308609
12/29/2013,715,732,703.45,728,8121.305818,5826581.687,717.4439453
12/28/2013,723.98,736.01,682.22,715,13385.19085,9603991.126,717.5087178
12/27/2013,747.83,762.1,702.26,721.08,16261.66283,11826312.73,727.251134
12/26/2013,679.01,764.32,677.57,747,28028.63836,20282421.92,723.6320816
12/25/2013,653.57,681.24,636.99,679.01,6653.009651,4396958.697,660.897688
12/24/2013,654.76,668.8,628.11,652.99,12795.80403,8297360.837,648.4438818
12/23/2013,612.66,665,607.77,654.76,13100.16417,8341248.23,636.7285268
12/22/2013,595.07,690,575.61,612.66,17673.23399,11228765.44,635.354313
12/21/2013,610,648.88,550,595.03,19218.17096,11533044.78,600.1114677
12/20/2013,685.1,719.97,570,610,40959.74062,26720103.7,652.3504128
12/19/2013,520,700,492.91,685,56734.10927,35307986.6,622.3414283
12/18/2013,675,680.7,382.21,520,137070.1783,72340781.12,527.764551
12/17/2013,690.5,750,612.51,673.62,43034.02836,29259655.78,679.9190522
12/16/2013,861.98,864,651.34,691,58806.7041,42965517.31,730.6227745
12/15/2013,850.78,869.98,803.51,862,11638.00041,9757006.646,838.3748328
12/14/2013,888.47,895,841.01,850.78,7426.552035,6389855.359,860.406731
12/13/2013,871.22,920.42,850,885.98,14766.95108,13039090.39,882.9913715
12/12/2013,879.04,898.9,832.01,871.22,13973.52413,12057068.09,862.8509156
12/11/2013,979.07,988,804,879.04,31708.38203,28233929.45,890.4247912
12/10/2013,899.91,989.6,895.01,979.23,22694.67993,21368342.56,941.5573439
12/9/2013,787,899.99,766.66,899.9,28510.03873,24732146.89,867.4890668
12/8/2013,693.3,797,651,787,27465.08271,20123346.8,732.6883743
12/7/2013,809.72,844,542.38,693.3,79852.42378,56441847.09,706.8269743
12/6/2013,1020.51,1033.13,796.73,814.91,52688.66174,47122565.45,894.3587461
12/5/2013,1135,1138.58,848.42,1023.87,55262.65699,53884378.32,975.0594933
12/4/2013,1055,1153.27,1052.1,1132.01,14433.50978,16043748.47,1111.562518
12/3/2013,1037.11,1088,1000,1055,12567.59168,13203131.1,1050.569706
12/2/2013,955,1057,925.16,1047.47,31516.72531,31532295.81,1000.494039
12/1/2013,1119.52,1123.11,795.6,955,61544.38082,58200765.26,945.6714729
11/30/2013,1131.99,1163,1080,1119.52,12907.55909,14615036.92,1132.285106
11/29/2013,1012,1141,988.22,1131.99,21873.31335,23302931.99,1065.359035
11/28/2013,963.98,1050.18,931,1012.98,36898.59365,36845640.48,998.5649001
11/27/2013,915.01,969,879.99,963.98,30325.52974,28417752.64,937.090065
11/26/2013,811.95,919,801,916.3,29793.02509,25303731.28,849.3172883
11/25/2013,800.01,838.2,770.1,817.88,23042.05233,18613262.58,807.7953439
11/24/2013,829.15,842.78,747,800.05,20130.68749,16005407.91,795.0750773
11/23/2013,794,874.81,785,829.15,20338.86461,16939266.44,832.8521165
11/22/2013,720,799.8,683.2,795,25125.12846,18684196.02,743.6457906
11/21/2013,600,730,580.37,720,30720.73129,20465236.22,666.1702165
11/20/2013,536.01,619,440,599,57711.50722,31281411.68,542.0307524
11/19/2013,669,755,378,536.01,71560.94597,42781180.46,597.8286044
11/18/2013,478.1,669.55,471.23,669.01,57089.07895,31381658.85,549.6963591
11/17/2013,434.53,480,434.53,477.38,25991.59517,12023172.92,462.5792623
11/16/2013,412.07,447.47,406.92,434.53,17983.46004,7793030.608,433.3443393
11/15/2013,416.88,431.36,390,412,32323.20624,13499273.23,417.6341027
11/14/2013,393.5,421.97,381,416.95,31638.47744,12964568.34,409.7721948
11/13/2013,354.94,399.89,354.94,393.5,38689.80193,14659881.49,378.9081555
11/12/2013,343.63,357,340.01,354.96,19748.2815,6921644.43,350.4935064
11/11/2013,323,349.9,310.1,343.91,26943.37824,9015515.231,334.6096822
11/10/2013,341.24,341.24,265.01,323,67237.40748,20149735.56,299.6804355
11/9/2013,333.9,363.65,298.95,341.24,44361.21178,15025763.08,338.7139909
11/8/2013,291,334.45,288.81,334,40186.15864,12776887.1,317.942484
11/7/2013,263.24,297.8,263.24,291,49703.8518,14082029.35,283.3186734
11/6/2013,242.9,265,241.11,263.24,40026.70687,10223187.03,255.4091463
11/5/2013,227.29,250.79,226,242.9,42583.70083,10150722.39,238.3710715
11/4/2013,210,230.4,207.22,226.83,28261.78815,6231108.008,220.4781939
11/3/2013,204.86,210,203.51,210,11227.96296,2318517.974,206.4949789
11/2/2013,202.14,205.15,201.2,204.86,6600.098259,1347852.008,204.2169609
11/1/2013,203.54,203.54,200.23,202.15,4962.809002,1005501.894,202.6074131
10/31/2013,197.58,203.75,195.1,203.54,13741.49075,2753814.518,200.4014389
10/30/2013,204,206,195,197.54,25494.14807,5125567.007,201.0487659
10/29/2013,196.62,205,195.32,204.69,16744.50649,3351774.653,200.1715999
10/28/2013,194.99,197.5,190.8,196.62,12248.66456,2386611.422,194.8466635
10/27/2013,180.39,195,179.5,194,10095.56583,1905642.763,188.760372
10/26/2013,187.5,190,177,179.56,9644.320719,1756970.528,182.1767006
10/25/2013,194,194,167.67,186.6,32779.54291,5880692.277,179.4012898
10/24/2013,203.94,206.6,156.2,193.87,55593.92701,10335518.32,185.9109236
10/23/2013,189.74,203.96,185,203.96,24326.01475,4773924.042,196.2476834
10/22/2013,180.15,196.27,179,189.75,41865.06715,7918494.249,189.1432353
10/21/2013,166.6,181.93,166.05,180.13,33107.72111,5817807.454,175.7235853
10/20/2013,166,166.6,162.54,166.59,5667.345882,936151.9043,165.1834781
10/19/2013,152.89,172,152.44,166,37966.98264,6198648.272,163.2641796
10/18/2013,143.94,154.69,143.23,152.89,23007.23098,3412142.6,148.3073997
10/17/2013,137.54,145,135,143.94,16767.05248,2377733.443,141.8098647
10/16/2013,142.75,147,137.38,137.56,26332.89632,3755375.388,142.6115587
10/15/2013,135.43,147.39,134.09,142.76,22232.07911,3088042.727,138.9003121
10/14/2013,132.83,138.22,132,135.42,21256.28057,2875362.926,135.2712163
10/13/2013,127.58,133,127.57,132.82,12574.14781,1635271.297,130.0502683
10/12/2013,127.38,128,126.01,127.98,7571.272863,964578.8169,127.3998222
10/11/2013,126.8,127.42,125.93,127.38,7866.704908,996941.1858,126.7291957
10/10/2013,125.79,126.8,124.9,126.8,11382.14627,1432857.872,125.8864399
10/9/2013,124.5,127.99,122.3,125.9,18933.76126,2371894.592,125.2732914
10/8/2013,123.5,125.17,122.17,124.13,13183.37385,1633356.505,123.8951822
10/7/2013,122.49,124.49,120.11,123.5,11885.1346,1461029.42,122.9291438
10/6/2013,121.25,122.49,121.13,122.49,3926.341319,478718.002,121.9247037
10/5/2013,121.94,122.29,121.11,121.2,2942.636011,357487.4325,121.4854406
10/4/2013,117.62,122.98,116.48,121.94,13194.57595,1592026.859,120.6576751
10/3/2013,103.85,118.79,102,117.63,26112.76387,2880250.993,110.3005031
10/2/2013,127.31,127.8,85,103.85,60639.38899,6648985.994,109.6479715
10/1/2013,126.25,127.93,125.54,127.33,7513.834961,955656.5336,127.1862556
9/30/2013,127,127.53,122.77,126.25,11530.52472,1452542.554,125.9736733
9/29/2013,126.5,128.8,126.08,127.01,6745.394504,859516.0242,127.4226472
9/28/2013,126.95,127,124.01,126.54,6320.258364,797901.7584,126.2451173
9/27/2013,124.85,126.96,124.35,126.95,12117.32342,1525024.164,125.8548701
9/26/2013,123.32,124.9,123,124.84,7784.843209,966665.0012,124.1727001
9/25/2013,123.75,125,123.23,123.25,8053.184401,1001020.176,124.3011616
9/24/2013,122.81,124.01,121.77,123.86,10183.16714,1251562.313,122.9050153
9/23/2013,123.27,123.99,121.54,122.63,7736.933958,952118.1494,123.0614291
9/22/2013,123.38,123.5,122.35,123.27,2882.091302,354432.2842,122.9774657
9/21/2013,122.92,124.1,121.7,123.39,4154.192024,511630.1692,123.159971
9/20/2013,124.17,126.02,121.16,122.91,10505.08009,1300731.892,123.8193218
9/19/2013,127,127.95,123.02,124.18,10236.24814,1284383.541,125.4740529
9/18/2013,126.92,128,124.2,127,13495.71105,1717516.511,127.2638769
9/17/2013,126.28,127.69,125.47,126.92,8852.613572,1122508.398,126.7996608
9/16/2013,125.36,126.71,124.03,126.27,7602.347852,956623.3818,125.8326244
9/15/2013,124.49,126.25,123,125.36,5360.88243,668057.1241,124.6170071
9/14/2013,127.71,128,123.05,124.49,8711.863836,1091621.45,125.3028595
9/13/2013,126.38,128.79,125.05,127.71,9309.949196,1188163.736,127.6230096
9/12/2013,127.54,128.5,123.1,126.38,13856.21063,1758477.138,126.9089497
9/11/2013,122.08,127.72,118,127.55,18550.21386,2279418.663,122.8782957
9/10/2013,121.68,124.26,120.8,122.07,11319.88975,1390108.093,122.8022644
9/9/2013,118.37,124.13,115,121.68,21345.72634,2549732.459,119.4493183
9/8/2013,119.91,120.94,116,118.34,5458.685891,646449.3152,118.4258131
9/7/2013,116.56,122.16,115.5,119.93,9676.997498,1149614.729,118.7987006
9/6/2013,122,124.54,115.21,117.67,19391.20825,2335197.857,120.4255984
9/5/2013,121.65,127.5,116.07,122.5,19236.8323,2346207.051,121.9643138
9/4/2013,129.2,129.94,115.21,122.81,18821.05013,2340303.325,124.3449919
9/3/2013,129.4,131,127,129.18,11994.57662,1552522.522,129.435375
9/2/2013,130.65,132,128.52,130.15,8939.399803,1167225.44,130.5708958
9/1/2013,127.9,132.09,126.79,130.66,8021.563236,1043482.289,130.0846554
8/31/2013,124.86,134.95,124.8,128,19981.34364,2581915.044,129.2162875
8/30/2013,118.91,126.14,118.04,124.86,17374.35799,2133543.004,122.7983794
8/29/2013,117.91,120,117,118.5,9789.338854,1161548.039,118.6543909
8/28/2013,117.74,119.63,117.04,117.91,10195.73119,1208109.805,118.4917277
8/27/2013,111.85,118.93,111.76,117.75,18924.73961,2210936.62,116.8278489
8/26/2013,113.12,113.3,110.27,111.9,10842.80342,1215561.264,112.1076548
8/25/2013,109.15,113.28,109.15,113.12,9343.162734,1042214.419,111.5483534
